Segment,Distance,OSM_Feature,Initial_recorded_Latitude,Initial_recorded_Longitude,Final_recorded_Latitude,Final_recorded_Longitude,TimeStamp_Begin,TimeStamp_End,TimeStart,TimeFinish,Charge_at_Begining,Charge_at_Final,TimeNeeded_in_Seconds,Primary,Primary_link,Secondary,Secondary_link,Tertiary,Tertiary_link,Trunk,Motorway,Motorway_link,Service,Residential,Track,Unknown,Unclassified,Charge_Consumed,Geometry
1971,4.262078997736778,391257359,35.03249740600586,-85.15510559082031,35.03248977661133,-85.15505981445312,1572896910000.0,1572896912000.0,2019-11-04 13:48:30:000,2019-11-04 13:48:32:000,74.7001160466066,74.65925647870536,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.04085956790123646,"LINESTRING (-85.1548973 35.0331555, -85.1551138 35.0327704, -85.15525289999999 35.0325228, -85.15531470000001 35.032447, -85.15580129999999 35.0315206)"
1973,31.877757995274944,208777225,35.032474517822266,-85.1550064086914,35.032360076904304,-85.1546859741211,1572896913000.0,1572896917000.0,2019-11-04 13:48:33:000,2019-11-04 13:48:37:000,74.63854695195639,74.61277669475473,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.02577025720165693,"LINESTRING (-85.1513758 35.0311661, -85.1515216 35.0312179, -85.1517063 35.0312835, -85.1518921 35.0313495, -85.1520676 35.0314119, -85.15224670000001 35.0314755, -85.15241709999999 35.0315361, -85.152559 35.0315865, -85.1526085 35.0316035, -85.1527955 35.0316676, -85.15297870000001 35.0317305, -85.15315200000001 35.0317899, -85.15333870000001 35.031854, -85.15351010000001 35.0319128, -85.15445130000001 35.0322456, -85.15525289999999 35.0325228, -85.155951 35.0327642)"
1975,979.9138788307283,172051177,35.03232955932617,-85.15459442138672,35.040313720703125,-85.1500015258789,1572896918000.0,1572897117000.0,2019-11-04 13:48:38:000,2019-11-04 13:51:57:000,74.62088829969301,74.30850293446667,199,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.31238536522633353,"LINESTRING (-85.1636901 35.0152147, -85.1635387 35.0154762, -85.1627598 35.0169294, -85.16248640000001 35.0174396, -85.1624659 35.0174777, -85.1621789 35.0180133, -85.1619623 35.0184174, -85.1616003 35.0190475, -85.1613043 35.0195626, -85.16095300000001 35.020174, -85.1605361 35.020949, -85.1605047 35.0210074, -85.1604275 35.0211508, -85.1595082 35.0228597, -85.1591294 35.0235638, -85.15880780000001 35.0241732, -85.1585379 35.0246846, -85.15820309999999 35.025319, -85.15797190000001 35.025757, -85.1578597 35.0259697, -85.15737300000001 35.0268918, -85.1567082 35.0280729, -85.1564724 35.0284918, -85.1562988 35.0288142, -85.1555422 35.0302133, -85.15533910000001 35.030585, -85.15499370000001 35.0312172, -85.15445130000001 35.0322456, -85.15355030000001 35.0337922, -85.1529281 35.0349683, -85.1525927 35.0355862, -85.1518356 35.0369808, -85.1515689 35.0374729, -85.1512074 35.03814, -85.1511019 35.0383347, -85.1508982 35.0387105, -85.1507921 35.0389063, -85.15058380000001 35.0392905, -85.1504017 35.0396265, -85.1500137 35.0403425)"
1977,555.8118780631806,159592272,35.040367126464844,-85.1500015258789,35.04243850708008,-85.15554809570312,1572897118000.0,1572897227000.0,2019-11-04 13:51:58:000,2019-11-04 13:53:47:000,74.30951824310867,73.8206500949605,109,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.4888681481481712,"LINESTRING (-85.1459959 35.0388868, -85.1471197 35.039286, -85.1487175 35.0398693, -85.14890459999999 35.0399376, -85.1500137 35.0403425, -85.1509168 35.0406719, -85.1515495 35.0409027, -85.15403619999999 35.0417989, -85.15488879999999 35.0421493, -85.1554764 35.0423648)"
1979,34.934240832928516,159592245,35.042495727539055,-85.15571594238281,35.04262161254883,-85.15606689453125,1572897228000.0,1572897230000.0,2019-11-04 13:53:48:000,2019-11-04 13:53:50:000,73.80578990977531,73.81136501265597,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.005575102880655436,"LINESTRING (-85.1554764 35.0423648, -85.1563556 35.0426932)"
1981,174.8923437377058,159592257,35.042686462402344,-85.15625,35.0433349609375,-85.15799713134766,1572897231000.0,1572897258000.0,2019-11-04 13:53:51:000,2019-11-04 13:54:18:000,73.82768880895229,74.0441419056601,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.21645309670780927,"LINESTRING (-85.1563556 35.0426932, -85.1569073 35.0428949, -85.1572817 35.0430155, -85.1581401 35.0433169, -85.16020469999999 35.0440794, -85.1617036 35.0446356, -85.1624343 35.0448989, -85.162944 35.0450626, -85.1636104 35.0452963, -85.164315 35.0455332, -85.1662779 35.0462791, -85.16742309999999 35.0466648, -85.16893810000001 35.0472151, -85.1698446 35.047584, -85.17185120000001 35.0483064, -85.17236800000001 35.0484878, -85.17294920000001 35.0487063, -85.1738689 35.0490128, -85.1745416 35.0494023, -85.1748594 35.0495969, -85.17732890000001 35.0516948, -85.17814730000001 35.0524571, -85.17860640000001 35.0527041, -85.1788562 35.0527722, -85.1790203 35.0528183, -85.17962439999999 35.0529162, -85.1802161 35.0529648, -85.1811986 35.0530812, -85.1813396 35.0530979, -85.18143139999999 35.0531088, -85.18257060000001 35.0532437, -85.1829504 35.0532887, -85.1838135 35.0533909)"
1983,0.0,352620624,35.0433349609375,-85.15799713134766,35.0433349609375,-85.15799713134766,1572897259000.0,1572897303000.0,2019-11-04 13:54:19:000,2019-11-04 13:55:03:000,74.04393607232676,74.0306255167712,44,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.013310555555563042,"LINESTRING (-85.1581401 35.0433169, -85.1584297 35.0427541)"
1985,432.971457309179,159592257,35.0433349609375,-85.15799713134766,35.04485321044922,-85.16236877441406,1572897304000.0,1572897469000.0,2019-11-04 13:55:04:000,2019-11-04 13:57:49:000,74.03032996121566,73.87867023899344,165,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.15165972222222024,"LINESTRING (-85.1563556 35.0426932, -85.1569073 35.0428949, -85.1572817 35.0430155, -85.1581401 35.0433169, -85.16020469999999 35.0440794, -85.1617036 35.0446356, -85.1624343 35.0448989, -85.162944 35.0450626, -85.1636104 35.0452963, -85.164315 35.0455332, -85.1662779 35.0462791, -85.16742309999999 35.0466648, -85.16893810000001 35.0472151, -85.1698446 35.047584, -85.17185120000001 35.0483064, -85.17236800000001 35.0484878, -85.17294920000001 35.0487063, -85.1738689 35.0490128, -85.1745416 35.0494023, -85.1748594 35.0495969, -85.17732890000001 35.0516948, -85.17814730000001 35.0524571, -85.17860640000001 35.0527041, -85.1788562 35.0527722, -85.1790203 35.0528183, -85.17962439999999 35.0529162, -85.1802161 35.0529648, -85.1811986 35.0530812, -85.1813396 35.0530979, -85.18143139999999 35.0531088, -85.18257060000001 35.0532437, -85.1829504 35.0532887, -85.1838135 35.0533909)"
1987,107.70211089216856,120254881,35.044872283935554,-85.1624526977539,35.04434585571289,-85.16344451904297,1572897470000.0,1572897489000.0,2019-11-04 13:57:50:000,2019-11-04 13:58:09:000,73.87244227603048,73.88856229146258,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.016120015432093737,"LINESTRING (-85.1619048 35.0452397, -85.1624343 35.0448989, -85.1631344 35.0444641, -85.1633063 35.0443573, -85.164132 35.0438554, -85.16417269999999 35.0438307, -85.1647605 35.0434581, -85.1652303 35.0431604, -85.16542939999999 35.0430388, -85.1658532 35.0427799, -85.1665623 35.0423467, -85.1693811 35.0405495, -85.1704194 35.0399362, -85.17276870000001 35.0384457, -85.17421330000001 35.0375285, -85.1752288 35.0369084, -85.17560880000001 35.0366602, -85.1787605 35.0345837, -85.17936880000001 35.0342096, -85.18042629999999 35.033572, -85.18111879999999 35.033143, -85.1815198 35.0328946, -85.18155299999999 35.032874, -85.1817514 35.0327553, -85.1822469 35.0324142)"
1989,4.365295904818185,496654435,35.04434585571289,-85.16344451904297,35.04433441162109,-85.16349029541016,1572897490000.0,1572897505000.0,2019-11-04 13:58:10:000,2019-11-04 13:58:25:000,73.88808729146257,73.8757188861128,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.012368405349775458,"LINESTRING (-85.16430680000001 35.0440138, -85.16398150000001 35.0442163, -85.1637786 35.0443426, -85.1635941 35.0444575, -85.1634001 35.0445783, -85.1632924 35.0446454, -85.1631735 35.0447206, -85.1630869 35.0447753, -85.1631009 35.0448212, -85.1631383 35.0448671, -85.163724 35.0450798, -85.1644319 35.0453412, -85.164315 35.0455332)"
1991,2161.128568832286,120254881,35.044326782226555,-85.16349792480469,35.032493591308594,-85.18231201171875,1572897506000.0,1572897676000.0,2019-11-04 13:58:26:000,2019-11-04 14:01:16:000,73.87183381409629,72.530126416977,170,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3417073971192934,"LINESTRING (-85.1619048 35.0452397, -85.1624343 35.0448989, -85.1631344 35.0444641, -85.1633063 35.0443573, -85.164132 35.0438554, -85.16417269999999 35.0438307, -85.1647605 35.0434581, -85.1652303 35.0431604, -85.16542939999999 35.0430388, -85.1658532 35.0427799, -85.1665623 35.0423467, -85.1693811 35.0405495, -85.1704194 35.0399362, -85.17276870000001 35.0384457, -85.17421330000001 35.0375285, -85.1752288 35.0369084, -85.17560880000001 35.0366602, -85.1787605 35.0345837, -85.17936880000001 35.0342096, -85.18042629999999 35.033572, -85.18111879999999 35.033143, -85.1815198 35.0328946, -85.18155299999999 35.032874, -85.1817514 35.0327553, -85.1822469 35.0324142)"
1993,18.04688074128112,120254883,35.03239059448242,-85.18247985839844,35.03229522705078,-85.1826400756836,1572897677000.0,1572897678000.0,2019-11-04 14:01:17:000,2019-11-04 14:01:18:000,72.53915843343789,72.55097476059841,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.011816327160516948,"LINESTRING (-85.1827668 35.0320911, -85.1822469 35.0324142)"
1995,1120.9264658892914,429007731,35.03220367431641,-85.18278503417969,35.02614974975586,-85.19261932373047,1572897679000.0,1572898129000.0,2019-11-04 14:01:19:000,2019-11-04 14:08:49:000,72.54747031615396,72.23229124207981,450,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3151790740741518,"LINESTRING (-85.19242629999999 35.0261239, -85.19075170000001 35.0271669, -85.18703429999999 35.0295132, -85.1855339 35.0304523, -85.184721 35.0309282, -85.1842271 35.0312296, -85.1839598 35.0313854, -85.1834078 35.0317126, -85.1827668 35.0320911)"
1997,1534.9010197673795,19514421,35.026046752929695,-85.19277954101562,35.01765823364258,-85.2061538696289,1572898130000.0,1572898395000.0,2019-11-04 14:08:50:000,2019-11-04 14:13:15:000,72.21350196224444,71.95439364434328,265,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259108317901152,"LINESTRING (-85.206159 35.0175288, -85.20601809999999 35.0176133, -85.2057393 35.0177862, -85.20536269999999 35.0180217, -85.20345399999999 35.019174, -85.2024122 35.0198499, -85.2018829 35.0202182, -85.1985931 35.0222987, -85.19766370000001 35.0228414, -85.1963453 35.0237041, -85.19429890000001 35.0249468, -85.1927946 35.0258866)"
1999,303.80988018048845,120254790,35.01761245727539,-85.20622253417969,35.01596069335937,-85.20887756347656,1572898396000.0,1572898416000.0,2019-11-04 14:13:16:000,2019-11-04 14:13:36:000,71.93339018755316,71.8054652287054,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1279249588477569,"LINESTRING (-85.2087954 35.0158564, -85.20831699999999 35.0161591, -85.2071143 35.0169284, -85.2069851 35.017011, -85.206159 35.0175288)"
2001,89.72258215729343,45339608,35.01587677001953,-85.20899963378906,35.015323638916016,-85.209716796875,1572898417000.0,1572898423000.0,2019-11-04 14:13:37:000,2019-11-04 14:13:43:000,71.81538708055727,71.7398723377589,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07551474279837578,"LINESTRING (-85.20982549999999 35.0150927, -85.20931229999999 35.0155294, -85.2087954 35.0158564)"
2003,153.68592350801538,45339610,35.01522827148437,-85.2098159790039,35.01416778564453,-85.21089935302734,1572898424000.0,1572898434000.0,2019-11-04 14:13:44:000,2019-11-04 14:13:54:000,71.7218785105984,71.71592175133915,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005956759259248656,"LINESTRING (-85.2107456 35.0142265, -85.20982549999999 35.0150927)"
2005,0.0,120254789,35.014083862304695,-85.21099090576172,35.014083862304695,-85.21099090576172,1572898435000.0,1572898435000.0,2019-11-04 14:13:55:000,2019-11-04 14:13:55:000,71.73410570195644,71.73410570195644,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"LINESTRING (-85.2283049 35.0129568, -85.2271178 35.012451, -85.2260563 35.0120592, -85.2259868 35.0120379, -85.2248621 35.0115839, -85.2243285 35.0113758, -85.2232123 35.0109778, -85.2227393 35.0108102, -85.2220269 35.0105299, -85.2218203 35.0104466, -85.22117009999999 35.0102125, -85.22093 35.0101131, -85.2209046 35.0101029, -85.2206286 35.010006, -85.2203603 35.0099425, -85.22015279999999 35.0099165, -85.21981529999999 35.0099425, -85.2193781 35.010055, -85.21874990000001 35.0102584, -85.2174971 35.0106242, -85.2174018 35.010652, -85.2157897 35.0111207, -85.2157009 35.0111461, -85.2153675 35.0112412, -85.21513880000001 35.0113183, -85.2147251 35.0114485, -85.2146305 35.0114806, -85.2142326 35.0116154, -85.2139495 35.011713, -85.21361469999999 35.0118557, -85.21327359999999 35.0120386, -85.21286619999999 35.0122998, -85.2126159 35.0124802, -85.21111000000001 35.0138455, -85.21101350000001 35.0139464, -85.2107456 35.0142265)"
2007,885.2626360199272,51790654,35.01401138305664,-85.2110595703125,35.006946563720696,-85.20655059814453,1572898436000.0,1572898563000.0,2019-11-04 14:13:56:000,2019-11-04 14:16:03:000,71.75225220401404,71.41405200339678,127,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.3382002006172655,"LINESTRING (-85.2063948 35.0070448, -85.20642580000001 35.007226, -85.2066028 35.0077269, -85.2068969 35.0086035, -85.20693 35.0087024, -85.2070963 35.0092033, -85.2072304 35.0094449, -85.2075577 35.0098272, -85.20773730000001 35.0100252, -85.2077733 35.0100649, -85.2081156 35.0104423, -85.2084053 35.010763, -85.2086082 35.0110279, -85.2086453 35.0110926, -85.20882899999999 35.0114484, -85.20885989999999 35.0115067, -85.2089055 35.0115594, -85.20896449999999 35.0116099, -85.2090329 35.0116506, -85.2093869 35.0117988, -85.2096552 35.0119373, -85.2097249 35.0119856, -85.20978390000001 35.0120405, -85.2098925 35.0121558, -85.2100361 35.0123777, -85.2101407 35.0127083, -85.21021570000001 35.012939, -85.2102828 35.0130829, -85.21047590000001 35.0133465, -85.21077099999999 35.0136145, -85.21111000000001 35.0138455)"
2009,41.027800818987174,19487428,35.006919860839844,-85.20661926269531,35.00685501098633,-85.20706176757812,1572898564000.0,1572898568000.0,2019-11-04 14:16:04:000,2019-11-04 14:16:08:000,71.39281381409637,71.31758875236797,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.07522506172840338,"LINESTRING (-85.20669839999999 35.0069124, -85.2067164 35.0069086, -85.2072218 35.0068039, -85.2082482 35.0066167, -85.20833930000001 35.0066017, -85.2092931 35.0064396, -85.2104564 35.0062392, -85.210641 35.0062256, -85.2108021 35.0062347, -85.2109868 35.0062786, -85.2111362 35.0063204, -85.21127319999999 35.0063524)"
2011,111.10646367236048,81459167,35.00682830810547,-85.20719146728516,35.00661849975586,-85.20838165283203,1572898569000.0,1572898576000.0,2019-11-04 14:16:09:000,2019-11-04 14:16:16:000,71.30020909187414,71.26582393755315,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.034385154320986544,"LINESTRING (-85.20827730000001 35.0067586, -85.2072761 35.0069738)"
2013,49.114548632881615,19487428,35.00658798217773,-85.20855712890625,35.00649642944336,-85.2090835571289,1572898577000.0,1572898580000.0,2019-11-04 14:16:17:000,2019-11-04 14:16:20:000,71.26113875236797,71.28037087170955,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.01923211934158076,"LINESTRING (-85.20669839999999 35.0069124, -85.2067164 35.0069086, -85.2072218 35.0068039, -85.2082482 35.0066167, -85.20833930000001 35.0066017, -85.2092931 35.0064396, -85.2104564 35.0062392, -85.210641 35.0062256, -85.2108021 35.0062347, -85.2109868 35.0062786, -85.2111362 35.0063204, -85.21127319999999 35.0063524)"
2015,15.690830215810434,51792643,35.006465911865234,-85.20925903320312,35.00643539428711,-85.20942687988281,1572898581000.0,1572898582000.0,2019-11-04 14:16:21:000,2019-11-04 14:16:22:000,71.28955095401406,71.29916994578359,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.009618991769528408,"LINESTRING (-85.2092931 35.0064396, -85.2093869 35.0068525, -85.2095532 35.0073578, -85.2098697 35.0077884, -85.20996220000001 35.007891, -85.2104598 35.0084431, -85.2114219 35.0094667, -85.2115488 35.0096031, -85.2121282 35.0101479, -85.2127505 35.0105873, -85.2135605 35.0112727, -85.213881 35.0116019, -85.2139495 35.011713)"
2017,132.92743785140948,19487428,35.00640869140625,-85.20958709716797,35.00629425048828,-85.2110366821289,1572898583000.0,1572898618000.0,2019-11-04 14:16:23:000,2019-11-04 14:16:58:000,71.30884181821159,71.35001496635972,35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.04117314814813256,"LINESTRING (-85.20669839999999 35.0069124, -85.2067164 35.0069086, -85.2072218 35.0068039, -85.2082482 35.0066167, -85.20833930000001 35.0066017, -85.2092931 35.0064396, -85.2104564 35.0062392, -85.210641 35.0062256, -85.2108021 35.0062347, -85.2109868 35.0062786, -85.2111362 35.0063204, -85.21127319999999 35.0063524)"
2019,5.4966102652061934,19507276,35.00631332397461,-85.2110824584961,35.006336212158196,-85.21113586425781,1572898619000.0,1572898622000.0,2019-11-04 14:16:59:000,2019-11-04 14:17:02:000,71.35193079969308,71.34812112891117,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0038096707819050843,"LINESTRING (-85.2144704 35.0109465, -85.21435510000001 35.0105531, -85.2142968 35.0104199, -85.21423729999999 35.0102838, -85.21422 35.0102723, -85.2140886 35.0101845, -85.2139231 35.010074, -85.21376050000001 35.0099654, -85.2136357 35.009882, -85.21343589999999 35.0097486, -85.2132751 35.0096412, -85.2130829 35.0095128, -85.2130604 35.0094978, -85.212929 35.0093925, -85.2127953 35.0092391, -85.2126805 35.009105, -85.2125824 35.0089847, -85.2124767 35.0088429, -85.21210429999999 35.0084066, -85.2120178 35.0082954, -85.2119701 35.0082394, -85.2117913 35.0079835, -85.2116441 35.0077589, -85.2115737 35.0076182, -85.2114246 35.0070176, -85.2113196 35.0067656, -85.2112669 35.0066006, -85.2112489 35.0065046, -85.2112578 35.0064295, -85.21127319999999 35.0063524, -85.2113694 35.0062214, -85.21145 35.0061651, -85.2115367 35.0061278, -85.2116583 35.0060976, -85.2127503 35.0059503, -85.2134914 35.0058549, -85.2146892 35.005703, -85.215386 35.0056037, -85.2155953 35.005624, -85.2157182 35.0056713, -85.2158542 35.0057432, -85.2159219 35.0058096, -85.2159628 35.0058666, -85.21601099999999 35.0059487, -85.2160368 35.0060696, -85.2160459 35.0060938, -85.2161369 35.0064999, -85.21616109999999 35.0066266, -85.2161751 35.0067144, -85.2161799 35.0067448, -85.2162549 35.0069844, -85.21633 35.0071108, -85.21641820000001 35.007229, -85.2165682 35.0074592, -85.21684620000001 35.0079648, -85.2168892 35.0081671, -85.216927 35.008345, -85.2169536 35.0084701, -85.21696350000001 35.0085095, -85.21700420000001 35.0086721, -85.21704389999999 35.0088306, -85.217089 35.0090108, -85.2171182 35.0091362, -85.21726959999999 35.0098037, -85.2173437 35.0101995)"
2021,0.0,19487428,35.00634002685547,-85.21114349365234,35.00634002685547,-85.21114349365234,1572898623000.0,1572898623000.0,2019-11-04 14:17:03:000,2019-11-04 14:17:03:000,71.34285308364369,71.34285308364369,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,"LINESTRING (-85.20669839999999 35.0069124, -85.2067164 35.0069086, -85.2072218 35.0068039, -85.2082482 35.0066167, -85.20833930000001 35.0066017, -85.2092931 35.0064396, -85.2104564 35.0062392, -85.210641 35.0062256, -85.2108021 35.0062347, -85.2109868 35.0062786, -85.2111362 35.0063204, -85.21127319999999 35.0063524)"
2023,609.4822669259097,19507276,35.00635528564453,-85.21116638183594,35.011096954345696,-85.21453857421875,1572898624000.0,1572898687000.0,2019-11-04 14:17:04:000,2019-11-04 14:18:07:000,71.3331564478412,71.12950548076302,63,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.20365096707818964,"LINESTRING (-85.2144704 35.0109465, -85.21435510000001 35.0105531, -85.2142968 35.0104199, -85.21423729999999 35.0102838, -85.21422 35.0102723, -85.2140886 35.0101845, -85.2139231 35.010074, -85.21376050000001 35.0099654, -85.2136357 35.009882, -85.21343589999999 35.0097486, -85.2132751 35.0096412, -85.2130829 35.0095128, -85.2130604 35.0094978, -85.212929 35.0093925, -85.2127953 35.0092391, -85.2126805 35.009105, -85.2125824 35.0089847, -85.2124767 35.0088429, -85.21210429999999 35.0084066, -85.2120178 35.0082954, -85.2119701 35.0082394, -85.2117913 35.0079835, -85.2116441 35.0077589, -85.2115737 35.0076182, -85.2114246 35.0070176, -85.2113196 35.0067656, -85.2112669 35.0066006, -85.2112489 35.0065046, -85.2112578 35.0064295, -85.21127319999999 35.0063524, -85.2113694 35.0062214, -85.21145 35.0061651, -85.2115367 35.0061278, -85.2116583 35.0060976, -85.2127503 35.0059503, -85.2134914 35.0058549, -85.2146892 35.005703, -85.215386 35.0056037, -85.2155953 35.005624, -85.2157182 35.0056713, -85.2158542 35.0057432, -85.2159219 35.0058096, -85.2159628 35.0058666, -85.21601099999999 35.0059487, -85.2160368 35.0060696, -85.2160459 35.0060938, -85.2161369 35.0064999, -85.21616109999999 35.0066266, -85.2161751 35.0067144, -85.2161799 35.0067448, -85.2162549 35.0069844, -85.21633 35.0071108, -85.21641820000001 35.007229, -85.2165682 35.0074592, -85.21684620000001 35.0079648, -85.2168892 35.0081671, -85.216927 35.008345, -85.2169536 35.0084701, -85.21696350000001 35.0085095, -85.21700420000001 35.0086721, -85.21704389999999 35.0088306, -85.217089 35.0090108, -85.2171182 35.0091362, -85.21726959999999 35.0098037, -85.2173437 35.0101995)"
2025,9.313617196237557,624642583,35.011138916015625,-85.21456146240234,35.011219024658196,-85.21459197998047,1572898688000.0,1572898692000.0,2019-11-04 14:18:08:000,2019-11-04 14:18:12:000,71.13349020298524,71.13427484290294,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.0007846399176969499,"LINESTRING (-85.2144704 35.0109465, -85.2144516 35.0110629, -85.2146305 35.0114806)"
2027,0.0,624642584,35.01122665405273,-85.21458435058594,35.01122665405273,-85.21458435058594,1572898693000.0,1572898693000.0,2019-11-04 14:18:13:000,2019-11-04 14:18:13:000,71.13341959598934,71.13341959598934,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,"LINESTRING (-85.2147251 35.0114485, -85.21461530000001 35.0111818, -85.2145596 35.0110371, -85.2144704 35.0109465)"
2029,0.0,624642583,35.01122665405273,-85.21458435058594,35.01122665405273,-85.21458435058594,1572898694000.0,1572898745000.0,2019-11-04 14:18:14:000,2019-11-04 14:19:05:000,71.13305231203874,71.0912501515449,51,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.04180216049384455,"LINESTRING (-85.2144704 35.0109465, -85.2144516 35.0110629, -85.2146305 35.0114806)"
2031,0.0,624642584,35.01122665405273,-85.21458435058594,35.01122665405273,-85.21458435058594,1572898746000.0,1572898747000.0,2019-11-04 14:19:06:000,2019-11-04 14:19:07:000,71.09079367006343,71.08935076882888,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0014429012345544836,"LINESTRING (-85.2147251 35.0114485, -85.21461530000001 35.0111818, -85.2145596 35.0110371, -85.2144704 35.0109465)"
2033,5.066494797432797,624642585,35.01122665405273,-85.21458435058594,35.01126480102539,-85.21455383300781,1572898748000.0,1572898751000.0,2019-11-04 14:19:08:000,2019-11-04 14:19:11:000,71.08850076882888,71.05476449310869,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.033736275720187336,"LINESTRING (-85.21513880000001 35.0113183, -85.21499609999999 35.0113194, -85.2148821 35.0113084, -85.21476749999999 35.0112804, -85.2146789 35.0112375, -85.21461530000001 35.0111818)"
2035,0.0,624642583,35.01129150390625,-85.21456146240234,35.01129150390625,-85.21456146240234,1572898752000.0,1572898752000.0,2019-11-04 14:19:12:000,2019-11-04 14:19:12:000,71.04453856718277,71.04453856718277,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,"LINESTRING (-85.2144704 35.0109465, -85.2144516 35.0110629, -85.2146305 35.0114806)"
2037,8.337848764640206,624642584,35.0113582611084,-85.21460342407227,35.011425018310554,-85.21464538574219,1572898753000.0,1572898754000.0,2019-11-04 14:19:13:000,2019-11-04 14:19:14:000,71.03797148899345,71.03588810421981,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.002083384773641228,"LINESTRING (-85.2147251 35.0114485, -85.21461530000001 35.0111818, -85.2145596 35.0110371, -85.2144704 35.0109465)"
2039,0.0,120254789,35.011463165283196,-85.2146987915039,35.011463165283196,-85.2146987915039,1572898755000.0,1572898755000.0,2019-11-04 14:19:15:000,2019-11-04 14:19:15:000,71.03214298076301,71.03214298076301,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"LINESTRING (-85.2283049 35.0129568, -85.2271178 35.012451, -85.2260563 35.0120592, -85.2259868 35.0120379, -85.2248621 35.0115839, -85.2243285 35.0113758, -85.2232123 35.0109778, -85.2227393 35.0108102, -85.2220269 35.0105299, -85.2218203 35.0104466, -85.22117009999999 35.0102125, -85.22093 35.0101131, -85.2209046 35.0101029, -85.2206286 35.010006, -85.2203603 35.0099425, -85.22015279999999 35.0099165, -85.21981529999999 35.0099425, -85.2193781 35.010055, -85.21874990000001 35.0102584, -85.2174971 35.0106242, -85.2174018 35.010652, -85.2157897 35.0111207, -85.2157009 35.0111461, -85.2153675 35.0112412, -85.21513880000001 35.0113183, -85.2147251 35.0114485, -85.2146305 35.0114806, -85.2142326 35.0116154, -85.2139495 35.011713, -85.21361469999999 35.0118557, -85.21327359999999 35.0120386, -85.21286619999999 35.0122998, -85.2126159 35.0124802, -85.21111000000001 35.0138455, -85.21101350000001 35.0139464, -85.2107456 35.0142265)"
2041,0.0,624642585,35.011486053466804,-85.21476745605469,35.011486053466804,-85.21476745605469,1572898756000.0,1572898756000.0,2019-11-04 14:19:16:000,2019-11-04 14:19:16:000,71.02533384496054,71.02533384496054,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"LINESTRING (-85.21513880000001 35.0113183, -85.21499609999999 35.0113194, -85.2148821 35.0113084, -85.21476749999999 35.0112804, -85.2146789 35.0112375, -85.21461530000001 35.0111818)"
