Sample,OSM_Feature,Distance,Initial_recorded_Latitude,Initial_recorded_Longitude,Final_recorded_Latitude,Final_recorded_Longitude,TimeStamp_Begin,TimeStamp_End,TimeStart,TimeFinish,Energy_at_Begining,Energy_at_Final,TimeNeeded_in_Seconds,Primary,Primary_link,Secondary,Secondary_link,Tertiary,Tertiary_link,Trunk,Motorway,Motorway_link,Service,Residential,Track,Unknown,Unclassified,Energy_Consumed
3406,45271886,15.481832042508568,35.041004180908196,-85.28837585449219,35.041065216064446,-85.28852844238281,1572962212000.0,1572962213000.0,2019-11-05 07:56:52:000,2019-11-05 07:56:53:000,59.11848164351838,59.11484084104925,1,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0036408024691283463
3407,45271886,243.28970859486358,35.041065216064446,-85.28852844238281,35.04196929931641,-85.29095458984375,1572962213000.0,1572962231000.0,2019-11-05 07:56:53:000,2019-11-05 07:57:11:000,59.11484084104925,59.02654908178998,18,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.08829175925927046
3408,140425772,9.818423113305359,35.04196929931641,-85.29095458984375,35.042003631591804,-85.29105377197266,1572962231000.0,1572962232000.0,2019-11-05 07:57:11:000,2019-11-05 07:57:12:000,59.02654908178998,59.01486247685171,1,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.01168660493826934
3409,140425772,470.4723644727998,35.042003631591804,-85.29105377197266,35.04378128051758,-85.29573059082031,1572962232000.0,1572962283000.0,2019-11-05 07:57:12:000,2019-11-05 07:58:03:000,59.01486247685171,58.97136225051425,51,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0435002263374642
3410,215311858,0.0,35.04378128051758,-85.29573059082031,35.04378128051758,-85.29573059082031,1572962283000.0,1572962284000.0,2019-11-05 07:58:03:000,2019-11-05 07:58:04:000,58.97136225051425,58.97053648919738,1,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0008257613168680678
3411,215311858,577.5771111524241,35.04378128051758,-85.29573059082031,35.04598617553711,-85.30144500732422,1572962284000.0,1572962442000.0,2019-11-05 07:58:04:000,2019-11-05 08:00:42:000,58.97053648919738,58.54229485339496,158,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.4282416358024221
3412,394075887,0.0,35.04598617553711,-85.30144500732422,35.04598617553711,-85.30144500732422,1572962442000.0,1572962443000.0,2019-11-05 08:00:42:000,2019-11-05 08:00:43:000,58.54229485339496,58.54064333076121,1,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.001651522633743241
3413,394075887,211.94921757777664,35.04598617553711,-85.30144500732422,35.04671096801758,-85.3035888671875,1572962443000.0,1572962503000.0,2019-11-05 08:00:43:000,2019-11-05 08:01:43:000,58.54064333076121,58.268067445987526,60,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.272575884773687
3414,394075889,13.049752340565774,35.04671096801758,-85.3035888671875,35.04676055908203,-85.30371856689453,1572962503000.0,1572962504000.0,2019-11-05 08:01:43:000,2019-11-05 08:01:44:000,58.268067445987526,58.25360740483527,1,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.01446004115225463
3415,394075889,13.049745872307415,35.04676055908203,-85.30371856689453,35.046810150146484,-85.30384826660156,1572962504000.0,1572962505000.0,2019-11-05 08:01:44:000,2019-11-05 08:01:45:000,58.25360740483527,58.23787247685172,1,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.015734927983551472
3416,394075886,14.045776781094107,35.046810150146484,-85.30384826660156,35.04686737060547,-85.30398559570312,1572962505000.0,1572962506000.0,2019-11-05 08:01:45:000,2019-11-05 08:01:46:000,58.23787247685172,58.22489476080236,1,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.012977716049363151
3417,394075886,14.045769014389085,35.04686737060547,-85.30398559570312,35.046924591064446,-85.30412292480469,1572962506000.0,1572962507000.0,2019-11-05 08:01:46:000,2019-11-05 08:01:47:000,58.22489476080236,58.220276489197396,1,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.004618271604961421
3418,394075886,29.7923341447712,35.046924591064446,-85.30412292480469,35.04703521728516,-85.3044204711914,1572962507000.0,1572962509000.0,2019-11-05 08:01:47:000,2019-11-05 08:01:49:000,58.220276489197396,58.20359988425914,2,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.016676604938254513
3421,394075886,284.9172677375005,35.04703521728516,-85.3044204711914,35.04849624633789,-85.30670166015625,1572962509000.0,1572962536000.0,2019-11-05 08:01:49:000,2019-11-05 08:02:16:000,58.20359988425914,58.280631026234424,27,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-0.07703114197528294
3422,19510770,7.120915055791329,35.04849624633789,-85.30670166015625,35.048526763916016,-85.30677032470703,1572962536000.0,1572962537000.0,2019-11-05 08:02:16:000,2019-11-05 08:02:17:000,58.280631026234424,58.277468104423725,1,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5,0,0,0.0,0.0031629218106985486
3423,19510770,137.97655388159876,35.048526763916016,-85.30677032470703,35.04836654663086,-85.30826568603516,1572962537000.0,1572962571000.0,2019-11-05 08:02:17:000,2019-11-05 08:02:51:000,58.277468104423725,58.381664945987524,34,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,-0.10419684156379816
3424,19510770,0.0,35.04836654663086,-85.30826568603516,35.04836654663086,-85.30826568603516,1572962571000.0,1572962583000.0,2019-11-05 08:02:51:000,2019-11-05 08:03:03:000,58.381664945987524,58.36937909207805,12,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5,0,0,0.0,0.012285853909475009
3427,19510770,5.572526117359666,35.04836654663086,-85.30826568603516,35.048368453979485,-85.3083267211914,1572962583000.0,1572962591000.0,2019-11-05 08:03:03:000,2019-11-05 08:03:11:000,58.36937909207805,58.36168447273649,8,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.007694619341556574
3428,19510770,3.7150173401860016,35.048368453979485,-85.3083267211914,35.04836972554525,-85.30836741129558,1572962591000.0,1572962593000.0,2019-11-05 08:03:11:000,2019-11-05 08:03:13:000,58.36168447273649,58.34414807355953,2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5,0,0,0.0,0.01753639917696148
3431,19510770,117.59183215163291,35.04836972554525,-85.30836741129558,35.04840850830078,-85.30964660644531,1572962593000.0,1572962663000.0,2019-11-05 08:03:13:000,2019-11-05 08:04:23:000,58.34414807355953,58.328520336934034,70,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.01562773662549688
3432,19495302,0.0,35.04840850830078,-85.30964660644531,35.04840850830078,-85.30964660644531,1572962663000.0,1572962664000.0,2019-11-05 08:04:23:000,2019-11-05 08:04:24:000,58.328520336934034,58.32715103652252,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5,0,0,0.0,0.0013693004115111762
3433,19495302,23.91225523139287,35.04840850830078,-85.30964660644531,35.0482177734375,-85.30952453613281,1572962664000.0,1572962677000.0,2019-11-05 08:04:24:000,2019-11-05 08:04:37:000,58.32715103652252,58.28997254886818,13,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0371784876543444
3434,51067095,4.0731167133305455,35.0482177734375,-85.30952453613281,35.04819869995117,-85.30956268310547,1572962677000.0,1572962678000.0,2019-11-05 08:04:37:000,2019-11-05 08:04:38:000,58.28997254886818,58.29121324845668,1,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5,0,0,0.0,-0.0012406995885001493
3435,51067095,4.945424927889822,35.04819869995117,-85.30956268310547,35.04819107055664,-85.30961608886719,1572962678000.0,1572962679000.0,2019-11-05 08:04:38:000,2019-11-05 08:04:39:000,58.29121324845668,58.29175892746903,1,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-0.0005456790123545829
3436,19495302,14.641847119653914,35.04819107055664,-85.30961608886719,35.04819869995117,-85.30977630615234,1572962679000.0,1572962680000.0,2019-11-05 08:04:39:000,2019-11-05 08:04:40:000,58.29175892746903,58.29152806327149,1,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5,0,0,0.0,0.00023086419754037027
3437,19495302,58.76104418656172,35.04819869995117,-85.30977630615234,35.048324584960945,-85.3104019165039,1572962680000.0,1572962696000.0,2019-11-05 08:04:40:000,2019-11-05 08:04:56:000,58.29152806327149,58.247689297839386,16,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.04383876543210618
3438,51067082,4.719221215602342,35.048324584960945,-85.3104019165039,35.048362731933594,-85.3104248046875,1572962696000.0,1572962697000.0,2019-11-05 08:04:56:000,2019-11-05 08:04:57:000,58.247689297839386,58.23346868055544,1,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5,0,0,0.0,0.014220617283946526
3439,51067082,707.0883964949194,35.048362731933594,-85.3104248046875,35.054733276367195,-85.31063079833984,1572962697000.0,1572962849000.0,2019-11-05 08:04:57:000,2019-11-05 08:07:29:000,58.23346868055544,57.869842610596606,152,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.3636260699588334
3440,19513110,2.2275694072817958,35.054733276367195,-85.31063079833984,35.05475234985352,-85.31062316894531,1572962849000.0,1572962850000.0,2019-11-05 08:07:29:000,2019-11-05 08:07:30:000,57.869842610596606,57.869208978909356,1,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.000633631687250613
3441,19513110,1.095833304037752,35.05475234985352,-85.31062316894531,35.054759979248054,-85.31061553955078,1572962850000.0,1572962851000.0,2019-11-05 08:07:30:000,2019-11-05 08:07:31:000,57.869208978909356,57.868224493312646,1,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0009844855967102717
3442,19513110,1.8840551566734045,35.054759979248054,-85.31061553955078,35.054771423339844,-85.31060028076172,1572962851000.0,1572962853000.0,2019-11-05 08:07:31:000,2019-11-05 08:07:33:000,57.868224493312646,57.86615486368304,2,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.002069629629602332
3445,19513110,63.06278076281134,35.054771423339844,-85.31060028076172,35.05481719970703,-85.3099136352539,1572962853000.0,1572962871000.0,2019-11-05 08:07:33:000,2019-11-05 08:07:51:000,57.86615486368304,57.816145059156284,18,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.05000980452675918
3446,19505374,4.872060647994209,35.05481719970703,-85.3099136352539,35.05481719970703,-85.30986022949219,1572962871000.0,1572962872000.0,2019-11-05 08:07:51:000,2019-11-05 08:07:52:000,57.816145059156284,57.820796252571924,1,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5,0,0,0.0,-0.004651193415639909
3447,19505374,4.945037818735347,35.05481719970703,-85.30986022949219,35.0548095703125,-85.30980682373047,1572962872000.0,1572962877000.0,2019-11-05 08:07:52:000,2019-11-05 08:07:57:000,57.820796252571924,57.818183135287974,5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.002613117283949861
3448,51067095,0.0,35.0548095703125,-85.30980682373047,35.0548095703125,-85.30980682373047,1572962877000.0,1572962878000.0,2019-11-05 08:07:57:000,2019-11-05 08:07:58:000,57.818183135287974,57.816824287551356,1,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5,0,0,0.0,0.0013588477366184293
3449,51067095,274.79169219956316,35.0548095703125,-85.30980682373047,35.05240249633789,-85.30970001220703,1572962878000.0,1572962954000.0,2019-11-05 08:07:58:000,2019-11-05 08:09:14:000,57.816824287551356,57.667261365740615,76,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.14956292181074105
3450,51067095,0.0,35.05240249633789,-85.30970001220703,35.05240249633789,-85.30970001220703,1572962954000.0,1572962967000.0,2019-11-05 08:09:14:000,2019-11-05 08:09:27:000,57.667261365740615,57.652455151748846,13,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.014806213991768404
3455,51067095,1.0204284129900842,35.05240249633789,-85.30970001220703,35.05239410400391,-85.30969543457032,1572962967000.0,1572962972000.0,2019-11-05 08:09:27:000,2019-11-05 08:09:32:000,57.652455151748846,57.647343793724154,5,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.005111358024691981
3456,51067095,2.0408568761415347,35.05239410400391,-85.30969543457032,35.05237731933594,-85.30968627929687,1572962972000.0,1572962974000.0,2019-11-05 08:09:32:000,2019-11-05 08:09:34:000,57.647343793724154,57.642143587962856,2,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0052002057612980926
3459,51067095,181.51578669195823,35.05237731933594,-85.30968627929687,35.05084609985352,-85.30970001220703,1572962974000.0,1572963018000.0,2019-11-05 08:09:34:000,2019-11-05 08:10:18:000,57.642143587962856,57.54342693158424,44,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.09871665637861328
3460,19494480,5.501707346005187,35.05084609985352,-85.30970001220703,35.050796508789055,-85.30970001220703,1572963018000.0,1572963019000.0,2019-11-05 08:10:18:000,2019-11-05 08:10:19:000,57.54342693158424,57.55077915380646,1,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5,0,0,0.0,-0.007352222222216653
3461,19494480,4.655290794067539,35.050796508789055,-85.30970001220703,35.05075454711914,-85.30970001220703,1572963019000.0,1572963020000.0,2019-11-05 08:10:19:000,2019-11-05 08:10:20:000,57.55077915380646,57.55476422582293,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,-0.00398507201646936
3462,51067095,3.808874263892198,35.05075454711914,-85.30970001220703,35.05072021484375,-85.30970001220703,1572963020000.0,1572963021000.0,2019-11-05 08:10:20:000,2019-11-05 08:10:21:000,57.55476422582293,57.55732493569946,1,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5,0,0,0.0,-0.0025607098765334517
3463,51067095,400.0157151640527,35.05072021484375,-85.30970001220703,35.047142028808594,-85.30953979492188,1572963021000.0,1572963146000.0,2019-11-05 08:10:21:000,2019-11-05 08:12:26:000,57.55732493569946,57.255602836934024,125,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.3017220987654383
3464,196862691,10.156991926914044,35.047142028808594,-85.30953979492188,35.04705047607422,-85.30953979492188,1572963146000.0,1572963147000.0,2019-11-05 08:12:26:000,2019-11-05 08:12:27:000,57.255602836934024,57.25185690072002,1,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0037459362140026538
3465,196862691,143.09893226752774,35.04705047607422,-85.30953979492188,35.045791625976555,-85.30951690673828,1572963147000.0,1572963161000.0,2019-11-05 08:12:27:000,2019-11-05 08:12:41:000,57.25185690072002,57.209503094135655,14,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.042353806584365834
3466,111563738,9.310573861179329,35.045791625976555,-85.30951690673828,35.04570770263672,-85.30951690673828,1572963161000.0,1572963162000.0,2019-11-05 08:12:41:000,2019-11-05 08:12:42:000,57.209503094135655,57.207617908950475,1,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0018851851851806602
3467,111563738,422.5855191241751,35.04570770263672,-85.30951690673828,35.04201126098633,-85.30889129638672,1572963162000.0,1572963270000.0,2019-11-05 08:12:42:000,2019-11-05 08:14:30:000,57.207617908950475,57.09516049125501,108,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.11245741769546667
3468,19497410,1.6900202585684312,35.04201126098633,-85.30889129638672,35.04200553894043,-85.30887413024901,1572963270000.0,1572963278000.0,2019-11-05 08:14:30:000,2019-11-05 08:14:38:000,57.09516049125501,57.08735756944432,8,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5,0,0,0.0,0.007802921810686314
3473,19497410,13.722632493455453,35.04200553894043,-85.30887413024901,35.04193115234375,-85.30875396728516,1572963278000.0,1572963283000.0,2019-11-05 08:14:38:000,2019-11-05 08:14:43:000,57.08735756944432,57.047040419238556,5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.040317150205765984
3474,19497410,10.746085571318154,35.04193115234375,-85.30875396728516,35.04190826416016,-85.30863952636719,1572963283000.0,1572963285000.0,2019-11-05 08:14:43:000,2019-11-05 08:14:45:000,57.047040419238556,57.035958474794114,2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5,0,0,0.0,0.011081944444441659
3477,19497410,5.6329005832341705,35.04190826416016,-85.30863952636719,35.041915893554695,-85.30857849121094,1572963285000.0,1572963286000.0,2019-11-05 08:14:45:000,2019-11-05 08:14:46:000,57.035958474794114,57.03117863940317,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0047798353909414
3478,78559725,6.930161053464074,35.041915893554695,-85.30857849121094,35.041942596435554,-85.30850982666016,1572963286000.0,1572963287000.0,2019-11-05 08:14:46:000,2019-11-05 08:14:47:000,57.03117863940317,57.025255799897,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5,0,0,0.0,0.005922839506169453
3479,78559725,433.3988173039468,35.041942596435554,-85.30850982666016,35.04469490051269,-85.30554389953612,1572963287000.0,1572963355000.0,2019-11-05 08:14:47:000,2019-11-05 08:15:55:000,57.025255799897,56.82363484310687,68,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.20162095679012992
3480,395353138,0.2739716069296656,35.04469490051269,-85.30554389953612,35.04469680786133,-85.3055419921875,1572963355000.0,1572963356000.0,2019-11-05 08:15:55:000,2019-11-05 08:15:56:000,56.82363484310687,56.82088076903279,1,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5,0,0,0.0,0.0027540740740832352
3481,395353138,118.81365701348551,35.04469680786133,-85.3055419921875,35.044307708740234,-85.30432891845703,1572963356000.0,1572963373000.0,2019-11-05 08:15:56:000,2019-11-05 08:16:13:000,56.82088076903279,56.7099012217077,17,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.11097954732508697
3482,582913874,11.611003348127856,35.044307708740234,-85.30432891845703,35.044261932373054,-85.30421447753906,1572963373000.0,1572963374000.0,2019-11-05 08:16:13:000,2019-11-05 08:16:14:000,56.7099012217077,56.7198073945472,1,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-0.009906172839500016
3483,582913874,266.1066017939513,35.044261932373054,-85.30421447753906,35.04323196411133,-85.30158233642578,1572963374000.0,1572963401000.0,2019-11-05 08:16:14:000,2019-11-05 08:16:41:000,56.7198073945472,56.6669589068929,27,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.052848487654301834
3484,582913876,5.95732988145179,35.04323196411133,-85.30158233642578,35.043212890625,-85.30152130126953,1572963401000.0,1572963402000.0,2019-11-05 08:16:41:000,2019-11-05 08:16:42:000,56.6669589068929,56.65313894804515,1,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.013819958847754776
3485,582913876,268.5323537554538,35.043212890625,-85.30152130126953,35.04227828979492,-85.29881286621094,1572963402000.0,1572963426000.0,2019-11-05 08:16:42:000,2019-11-05 08:17:06:000,56.65313894804515,56.50183893775709,24,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.15130001028805395
3486,395353136,9.818395265842883,35.04227828979492,-85.29881286621094,35.04224395751953,-85.29871368408203,1572963426000.0,1572963427000.0,2019-11-05 08:17:06:000,2019-11-05 08:17:07:000,56.50183893775709,56.48523640689288,1,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.016602530864211932
3487,395353136,104.04891065371305,35.04224395751953,-85.29871368408203,35.041854858398445,-85.29767608642578,1572963427000.0,1572963436000.0,2019-11-05 08:17:07:000,2019-11-05 08:17:16:000,56.48523640689288,56.46644590277765,9,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.01879050411523053
3488,78507374,10.62489617708847,35.041854858398445,-85.29767608642578,35.04181671142578,-85.29756927490234,1572963436000.0,1572963437000.0,2019-11-05 08:17:16:000,2019-11-05 08:17:17:000,56.46644590277765,56.4759982381686,1,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-0.009552335390949906
3489,78507374,561.358332075607,35.04181671142578,-85.29756927490234,35.039722442626946,-85.2919692993164,1572963437000.0,1572963599000.0,2019-11-05 08:17:17:000,2019-11-05 08:19:59:000,56.4759982381686,55.971214359567824,162,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.5047838786007759
3490,19505254,11.267072901804507,35.039722442626946,-85.2919692993164,35.039684295654304,-85.29185485839844,1572963599000.0,1572963600000.0,2019-11-05 08:19:59:000,2019-11-05 08:20:00:000,55.971214359567824,55.95037819701636,1,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.020836162551461257
3491,19505254,284.4152206883954,35.039684295654304,-85.29185485839844,35.0386962890625,-85.28897857666016,1572963600000.0,1572963618000.0,2019-11-05 08:20:00:000,2019-11-05 08:20:18:000,55.95037819701636,55.79003766203694,18,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.1603405349794258
3492,19501516,16.920895860536724,35.0386962890625,-85.28897857666016,35.038631439208984,-85.28881072998047,1572963618000.0,1572963619000.0,2019-11-05 08:20:18:000,2019-11-05 08:20:19:000,55.79003766203694,55.79054037808635,1,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-0.0005027160494108784
3493,19501516,602.5719356940942,35.038631439208984,-85.28881072998047,35.03599166870117,-85.28305053710938,1572963619000.0,1572963681000.0,2019-11-05 08:20:19:000,2019-11-05 08:21:21:000,55.79054037808635,55.62807922582295,62,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.16246115226339694
3494,19503645,9.990815180776144,35.03599166870117,-85.28305053710938,35.03595352172852,-85.28295135498047,1572963681000.0,1572963682000.0,2019-11-05 08:21:21:000,2019-11-05 08:21:22:000,55.62807922582295,55.614836118827064,1,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5,0,0,0.0,0.013243106995886931
3495,19503645,21.423156675449466,35.03595352172852,-85.28295135498047,35.035873413085945,-85.2827377319336,1572963682000.0,1572963684000.0,2019-11-05 08:21:22:000,2019-11-05 08:21:24:000,55.614836118827064,55.59446859825094,2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0203675205761229
3496,19501516,10.801084345622606,35.035873413085945,-85.2827377319336,35.035831451416016,-85.28263092041016,1572963684000.0,1572963685000.0,2019-11-05 08:21:24:000,2019-11-05 08:21:25:000,55.59446859825094,55.589963721707726,1,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5,0,0,0.0,0.004504876543215629
3497,19501516,1408.8319524157193,35.035831451416016,-85.28263092041016,35.030593872070305,-85.26858520507812,1572963685000.0,1572963803000.0,2019-11-05 08:21:25:000,2019-11-05 08:23:23:000,55.589963721707726,55.16948075874475,118,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.4204829629629785
3498,45273616,14.326565684613055,35.030593872070305,-85.26858520507812,35.03054428100586,-85.26844024658203,1572963803000.0,1572963804000.0,2019-11-05 08:23:23:000,2019-11-05 08:23:24:000,55.16948075874475,55.166402445987536,1,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0030783127572107105
3499,45273616,271.5551881047346,35.03054428100586,-85.26844024658203,35.031524658203125,-85.2658462524414,1572963804000.0,1572963826000.0,2019-11-05 08:23:24:000,2019-11-05 08:23:46:000,55.166402445987536,55.15905404063775,22,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0073484053497878685
3500,45273616,17.29892147240383,35.031524658203125,-85.2658462524414,35.03159713745117,-85.26567840576172,1572963826000.0,1572963828000.0,2019-11-05 08:23:46:000,2019-11-05 08:23:48:000,55.15905404063775,55.137362240226224,2,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.021691800411524298
3503,45273616,156.58875552314782,35.03159713745117,-85.26567840576172,35.031627655029304,-85.26406860351562,1572963828000.0,1572963859000.0,2019-11-05 08:23:48:000,2019-11-05 08:24:19:000,55.137362240226224,54.86174753858016,31,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.27561470164606305
3504,45274030,10.747358202697058,35.031627655029304,-85.26406860351562,35.031604766845696,-85.26395416259766,1572963859000.0,1572963860000.0,2019-11-05 08:24:19:000,2019-11-05 08:24:20:000,54.86174753858016,54.84309469907397,1,0.5,0.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.018652839506188457
3505,45274030,10.978191735601413,35.031604766845696,-85.26395416259766,35.03157424926758,-85.26383972167969,1572963860000.0,1572963861000.0,2019-11-05 08:24:20:000,2019-11-05 08:24:21:000,54.84309469907397,54.82455593364186,1,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.01853876543211186
3506,45273929,11.64244644414794,35.03157424926758,-85.26383972167969,35.031543731689446,-85.26371765136719,1572963861000.0,1572963862000.0,2019-11-05 08:24:21:000,2019-11-05 08:24:22:000,54.82455593364186,54.80950243569947,1,0.5,0.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.015053497942389528
3507,45273929,82.2500066560623,35.031543731689446,-85.26371765136719,35.031349182128906,-85.26284790039062,1572963862000.0,1572963868000.0,2019-11-05 08:24:22:000,2019-11-05 08:24:28:000,54.80950243569947,54.7291710468106,6,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.08033138888887237
